Subcategory,Control,subcategory_code,subcategory_description,function_code,function,function_name,category_code,Category,category_name,category_description,category_name_and_code
RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness ,PM-15,RS.CO-5,Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness ,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.CO-5: Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness ,SI-5,RS.CO-5,Voluntary information sharing occurs with external stakeholders to achieve broader cybersecurity situational awareness ,RS,Respond (RS),Respond,RS.CO,"Communications (RS.CO): Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications,"Response activities are coordinated with internal and external stakeholders, as appropriate, to include external support from law enforcement agencies.",Communications (RS.CO)
RS.AN-1: Notifications from detection systems are investigated ,AU-6,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-1: Notifications from detection systems are investigated ,CA-7,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-1: Notifications from detection systems are investigated ,IR-4,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-1: Notifications from detection systems are investigated ,IR-5,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-1: Notifications from detection systems are investigated ,PE-6,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-1: Notifications from detection systems are investigated ,SI-4,RS.AN-1,Notifications from detection systems are investigated ,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-2: The impact of the incident is understood,CP-2,RS.AN-2,The impact of the incident is understood,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-2: The impact of the incident is understood,IR-4,RS.AN-2,The impact of the incident is understood,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-3: Forensics are performed,AU-7,RS.AN-3,Forensics are performed,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-3: Forensics are performed,IR-4,RS.AN-3,Forensics are performed,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-4: Incidents are categorized consistent with response plans,CP-2,RS.AN-4,Incidents are categorized consistent with response plans,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-4: Incidents are categorized consistent with response plans,IR-4,RS.AN-4,Incidents are categorized consistent with response plans,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
RS.AN-4: Incidents are categorized consistent with response plans,IR-5,RS.AN-4,Incidents are categorized consistent with response plans,RS,Respond (RS),Respond,RS.AN,Analysis (RS.AN): Analysis is conducted to ensure adequate response and support recovery activities.,Analysis,Analysis is conducted to ensure adequate response and support recovery activities.,Analysis (RS.AN)
